"dataset","formato","URLdataset","URLsezione","tracciaRecordAttributi","UbicazionePresenzaAttributo","IndirizzoCompletoPresenzaAttributo","DatiCatastaliPresenzaAttributo","SuperficiePresenzaAttributo","PeriodoCostruzionePresenzaAttributo","ValoreAttualePresenzaAttributo","NonPubblicato","PubblicatoMale","URIdbpediaEnte"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareVarese","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.varese.it/si4web/common/AmvDownload.jsp?ID_BLOB=88877&saveAS=Trasparenza%20fabbricati%20disponibili.pdf&mimetype=application/pdf","http://www.comune.varese.it/si4web/common/AmvDocumentoInfo.do?MVVC=amvdocui&ID=7525&REV=0&MVPD=0&MVTD=1&MVSZ=425",,1,1,0,0,0,0,,1,"http://it.dbpedia.org/resource/Varese"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareTrento",,,"http://www.comune.trento.it/Comune/Organizzazione-comunale/Amministrazione-trasparente/Beni-immobili-e-gestione-patrimonio/Patrimonio-immobiliare",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Trento"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareTrieste",,,"http://www.retecivica.trieste.it/new/default.asp?pagina=-&ids=71&id_sx=&tipo=blocchi_dx_1053&tabella_padre=dx&id_padre=1053",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Trieste"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareEnna",,,"http://www.comune.enna.it/index.php/beni-immobili-e-gestione-patrimonio/itemlist/category/283-patrimonio-immobiliare",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Enna"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareUdine","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.udine.it/opencms/opencms/release/ComuneUdine/comune/Nuovo_progetto_trasparenza/beni_immobili_e_gestione_patrimonio/patrimonio_immobiliare.html?style=1","http://www.comune.udine.it/opencms/opencms/release/ComuneUdine/comune/Nuovo_progetto_trasparenza/beni_immobili_e_gestione_patrimonio/?style=1","Natura del bene, Stato di accatastamento, Tipo di catasto, Localizzazione Geografica, Indirizzo, Numero civico, Denominazione del bene, Codice Comune (Ordinario), Codice Comune (Tavolare), Sezione Amministrativa/Censuaria, Sezione Urbana Catasto, Foglio Catasto (Ordinario), Foglio Catasto (Tavolare), Particella/Mappale Catasto (Ordinario), Particella/Mappale Catasto (Tavolare), Denominatore Catasto (Tavolare), Tipo Particella Catasto (Tavolare), Subalterno, Titolo di utilizzo/detenzione, Immobile/terreno in comproprietà, Tipologia dell'immobile, Tipologia del terreno, Utilizzo del bene immobile, Finalità (Fabbricati), Finalità (Terreni), Altra Finalita (specificare), Natura giuridica del bene, Superficie (mq), Cubatura (mc), Superficie aree pertinenziali (mq), Valore di bilancio dell'unità immobiliare/terreno, Valore di mercato dell'unità immobiliare/terreno, Anno della stima del valore di mercato, Epoca di costruzione dell'immobile, Vincolo culturale Paesaggistico, Terreno edificabile, Diritti di superficie esistenti a favore di terzi, Iscrizione di ipoteche sul bene, Proprietario, Altro Ente Proprietario, Note/Osservazioni",1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Udine"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareUrbino","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.gazzettaamministrativa.it/opencms/export/sites/default/_gazzetta_amministrativa/amministrazione_trasparente/_marche/_urbino/140_ben_imm_ges_pat/010_pat_imm/2014/0001_Documenti_1391088308407/1391088310176_terreni_pdfa.pdf","http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_marche/_urbino/140_ben_imm_ges_pat/010_pat_imm/","Immobile , Cap , Indirizzo , Comune catastale , Foglio , Particella , TIpologia , FInalità , Utilizzo",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Urbino"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareVenezia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.venezia.it/flex/cm/pages/ServeAttachment.php/L/IT/D/5%252F7%252F2%252FD.7bade89eb49a9c2cba6d/P/BLOB%3AID%3D64031","http://www.comune.venezia.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/64031","Identificativo U.I.,	tipologia U.I., descrizione U.I., Id. Cespite, descrizione Cespite, indirizzo, quartiere, sestiere, sezione, foglio, mappale, subalterno, Uso in atto, Titolarita'",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Venezia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareViboValentia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.gazzettaamministrativa.it/opencms/export/sites/default/_gazzetta_amministrativa/amministrazione_trasparente/_calabria/_vibo_valentia/140_ben_imm_ges_pat/010_pat_imm/2014/Documenti_1393582634758/1393582636252_tabella_fabbricati_patrimonio.pdf","http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_calabria/_vibo_valentia/140_ben_imm_ges_pat/010_pat_imm/","Denominazione , indirizzo , num. civ. , località , cap ,  uso prevalente",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Vibo_Valentia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareCatania","http://trasparenza.nexacenter.org/id/Ods","http://www.comune.catania.it/amministrazione-trasparente/beni-immobili-e-gestione-del-patrimonio/documenti/inventario-generale-beni-2014-01-24.ods","http://www.comune.catania.it/amministrazione-trasparente/beni-immobili-e-gestione-del-patrimonio/patrimonio-immobiliare.aspx","Codice ,	Tipologia ,	Immobile ,	Ubicazione, TipoPatrimonio , TitoloProprietà ,	UtilizzatoreValore ,	DatiCatastali ,	 Vincoli/Tipol. , Categ. , Note",1,1,1,1,1,0,,,"http://it.dbpedia.org/resource/Catania"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareCatanzaro","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comunecatanzaro.it/images/Trasparenza/Beni_immobili_e_gestione_territorio/8_-_REGISTRO_INVENTARIO_BENI_IMMOBILI_-_FABBRICATI_2013.pdf","http://www.comunecatanzaro.it/index.php/amministrazione-trasparente/115-beni-immobili-e-gestione-patrimonio/390-patrimonio-immobiliare","Descrizione Bene, Ubicazione, Tipo Bene Immobile, Natura Bene, Voce patrimonio",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Catanzaro"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareCesena","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.cesena.fc.it/flex/cm/pages/ServeAttachment.php/L/IT/D/d%252F8%252F5%252FD.acf6482e5b08964b415c/P/BLOB%3AID%3D14149","http://www.comune.cesena.fc.it/trasparenza/immobiliepatrimonio","Codice ISTAT,codice, Foglio, Particella, Sub, Descrizione,Descrizione",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Cesena"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareChieti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.gazzettaamministrativa.it/opencms/export/sites/default/_gazzetta_amministrativa/amministrazione_trasparente/_abruzzo/_chieti/140_ben_imm_ges_pat/010_pat_imm/2014/0001_Documenti_1392223574019/1392223576086_risultatiimmobili.pdf","http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_abruzzo/_chieti/140_ben_imm_ges_pat/010_pat_imm/","Natura bene , stato , indirizzo , cod. comune , sezione , sez. urbana , foglio , particella , denom. , tipo particella , sub.",1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Chieti"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareTreviso","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.treviso.it/pdf/Elenco-fabbricati-comunali-art-30-dlgs-33-2013-20140603.pdf","http://www.comune.treviso.it/index.php?view=article&catid=223%3Abeni-immobili-e-gestione-patrimonio&id=8582%3Apatrimonio-immobiliare&option=com_content&Itemid=904",,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Treviso"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareLanusei","http://trasparenza.nexacenter.org/id/Xls","http://www.comunedilanusei.it/trasparenza/sites/default/files/allegati/elenco%20immobili%20comunali.xls","http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/patrimonio-immobiliare","IMMOBILE POSSEDUTO , LOCALIZZAZIONE , STATO DI ACCATASTAMENTO , FOGLIO , PARTICELLA ,  SUBALTERNO",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Lanusei"
